ID,Is_Lead
NKMS8EPL,0.0517
XWQEBQJV,0.1046
R6YK6WDC,0.0585
VU7N7UH3,0.051
DHIAJB2B,0.3656
USJJVPBM,0.0541
FNCXTSH5,0.5043
KXJSJZES,0.0718
92TWEV2Z,0.3773
4HDYNXMK,0.0609
NOVTD3YD,0.8335
R87UUUAF,0.0846
6LDDRUND,0.8396
QHDR4FDM,0.1892
7U9BI6R6,0.0581
AFKKFASK,0.1192
NLDRJPCO,0.3424
3QNYGU8F,0.8618
2ZH8XQJK,0.8422
3JMNPCIU,0.1367
ZCSH26SR,0.8355
TSRZM8E5,0.103
9GXVDTTP,0.0673
GNVFH2NS,0.3336
9VZLAE4Y,0.0545
MWDFNCCC,0.0854
CUXTSAZK,0.052
PGK6VUSH,0.0216
RYCMMJLT,0.0511
OW6FCWNZ,0.0211
LHTVT9FX,0.0726
35QJSEHE,0.0185
5JEOPWZH,0.0501
2NYBKNAO,0.8304
WJOMGCJN,0.105
4SJYJTE6,0.1589
8UBBTUPG,0.8108
A3PHWPZF,0.1125
RZ76HBGP,0.1845
SEBRXPKB,0.0608
6WY3EMTC,0.0654
JJQPXWLI,0.3978
56FA3UW9,0.0518
WDGHXJPX,0.8261
MVHX4OUK,0.1743
SCQJHRFM,0.0536
AEVKYDAR,0.0672
33AJ6R3R,0.02
TX5H4YMM,0.02
FDT8A4DH,0.1222
MXWYKA4R,0.4341
CMGDD8CA,0.1962
3GHHHNTW,0.8396
FVET74GN,0.4706
IK4WAECR,0.0533
MFRMRHV8,0.0426
YFEY6FNU,0.9889
KSGTXXZB,0.1647
BPGMDBA4,0.4974
98JKXJ3X,0.0476
9RH5BYQU,0.0321
CRDGFGRX,0.0537
KE7Z5XVA,0.054
NZWRBBCE,0.8493
APUQJGES,0.1447
9GXGTT69,0.0977
KTO9NJTC,0.2283
AUKWRYWP,0.8419
BCIZSKWJ,0.0684
4BBPQE7S,0.0608
VKLOMAQX,0.487
BBUQVKBA,0.0525
PKWSANP5,0.0533
KUX56K7B,0.1206
M2FGP68N,0.2018
GWATBJ3Y,0.3647
GRMFY2HG,0.021
KVXGFKDJ,0.1542
NBFRXO6W,0.1638
G5VDQYBZ,0.1662
L7AURG4Y,0.8365
FAJ5RCBP,0.1129
KRUKHQ9U,0.8396
M2DRQGYS,0.8137
JNF2PT8C,0.4678
JMTXH5JY,0.027
I93C2MV7,0.8405
EJNAFR5Q,0.0515
UKYFFNZA,0.0729
ZOI9PVUY,0.2218
ZZJGMQPG,0.4739
T72BRZLK,0.0667
YI6RZ8CN,0.0458
ZXVV9US3,0.3339
Z2Z9EUMC,0.2297
CJ8KF78Z,0.0463
VMLGKM6U,0.0796
FR5NMC49,0.1628
HWTF7X3K,0.0905
JVWLGEA5,0.015
4RSIMGFI,0.4945
9TGGZ7GY,0.0513
VN6TGCKJ,0.4102
D3BRPAGB,0.0966
R2UXMHTZ,0.0477
MCEGUUXJ,0.1479
SM5A376F,0.2434
ZNPBEMSC,0.0559
FTYHXSAA,0.8311
O8ULG3KG,0.0606
H6P5UVBG,0.0548
GZZCJDZO,0.144
HAM29VZB,0.0543
5M5RPLGQ,0.0538
TPG9ET2C,0.8401
V9JYLHZX,0.8388
8KB4XNSA,0.8258
DQPEBVKN,0.047
LFSHJXSZ,0.0607
N224VW7G,0.0219
BAML7WH2,0.0187
N8WMPXP8,0.0554
GXZZK5KU,0.0673
9K7LAYMU,0.3535
NPPEBFW4,0.3211
ODT2JQPW,0.9937
FPPI9P7Y,0.8387
FISGFSHR,0.0536
MGBSVLNN,0.0692
DXRQAYWM,0.057
G9WK6O5P,0.054
KQEMTWD3,0.0533
6RTMIXYH,0.3509
Z3RZMWH4,0.0783
M6XQCXSR,0.1039
4QZFQOBS,0.0506
GNJACC9U,0.0473
FHQLJD6A,0.4167
NX4N4CTF,0.1013
A6PPJDPG,0.4896
GKKCCKOU,0.5147
LCWBCF9T,0.0466
HLD9JKV7,0.0448
S5ZT6DYM,0.5082
FSIXAR3S,0.0536
EHKBBHA2,0.1065
NRMQQVVF,0.0534
BGLEPQVB,0.8374
JIM2P74C,0.8526
7YW6ENPA,0.3727
MGBWAJ9P,0.0564
LLLPQTNO,0.5174
KMNCFLUC,0.0499
FSEQ9FXK,0.3154
XINW757W,0.051
34BUUUWT,0.0541
J4FBOYFK,0.1431
3ZKNIVYM,0.2835
USXQ9EKI,0.081
9ZVHTTEK,0.061
AL5YUXM8,0.0409
X6RMMF6Z,0.4886
G4WARSRN,0.2463
EZHZKPJ7,0.9912
O7IQUY8H,0.05
R2FDOU9C,0.2128
LHKFECRC,0.044
BMASAISI,0.0691
HA2FAC2Y,0.0532
CVNS95TY,0.1881
2LGQPJYX,0.8614
T926MOCX,0.0241
JP7ICVKX,0.1132
SARCCG2M,0.413
PCPBZL3F,0.0245
MUPNCYJ5,0.8351
P5M7VTZP,0.2687
P4QJTPLL,0.0513
C35TKQRH,0.0178
EJZKABXE,0.2828
AYGUJ9ZC,0.054
DHBAWUQX,0.1085
YAUFWSTV,0.0536
EHU5VBNV,0.8327
FVJ6J7BS,0.0774
GZEM7OPV,0.0157
8MXTJVX2,0.0475
ZCJF2FKR,0.4397
6C4GV8XX,0.0189
W73SIEDV,0.8377
CMDNT2B7,0.1413
JFVQ66HW,0.3377
HO4KZDDY,0.3583
4GEFQWKG,0.101
PKRGF99Z,0.0535
DXRFY8UN,0.0559
MKXRFX9O,0.8389
OUJ8ET3V,0.0407
4CUDTRRM,0.0184
CMYSEUGE,0.1353
TWWRYPYA,0.4742
CSMSGVY5,0.0916
EYIMUWGB,0.1099
VQEH2QYK,0.1617
2T2QAXVW,0.0564
NRKQJQYZ,0.854
TXQPGSGT,0.0537
WYHCRSVT,0.0552
G3TOPJJM,0.0526
MK7KL8WO,0.0312
NSXD72LG,0.8784
V4NXZT8Y,0.0545
QUVJRG5L,0.0506
HMGTP3TM,0.0569
MFMLZN9Y,0.1473
BRHQCMVW,0.8451
QZWW3CZ5,0.3413
5YGZUYGG,0.0538
BGJMENMS,0.0678
GJQQMIHQ,0.6599
DUVY7PM5,0.0666
J9D8J3HP,0.0283
V8MEKPQO,0.0537
53L5ABV5,0.0568
XQ6HO2PW,0.1984
TRJWGKBK,0.0546
CA9EEYGY,0.0517
AMUQKFQ4,0.0582
K38F9ZZV,0.0486
4BCBG5IP,0.0501
G9SH47TE,0.052
GRJVQCME,0.0932
X38YCJ8A,0.5433
448Z9J9R,0.0795
SE4JRNJI,0.0539
THDAYQ4A,0.0632
KERR86CW,0.0669
YQ8CZO83,0.052
EFOM4YCK,0.1144
8PZVUWXS,0.0551
WSVFKPUU,0.1069
XVF8FFDX,0.8144
WNQE77PW,0.0498
BZ7YMFGK,0.0503
ECMVYN9L,0.1825
DB6PHTE2,0.0577
FS7CW5LF,0.0155
HYLHGYFS,0.0537
NJOGA6JN,0.1156
CE2GAERJ,0.0544
BZLCN3DU,0.053
C8NKPKUV,0.0959
JYBXJN38,0.1169
XLBVYMTR,0.0281
SGJHUWDP,0.0526
H6PXCKZN,0.1501
YFDKIPP3,0.0518
2IRXFKCE,0.193
2I4HFEVC,0.0543
PMAXV5ZT,0.8181
K4PUWHXV,0.1443
A6COGZYH,0.0564
VMQIGJRQ,0.0428
LNL4DEIY,0.2581
MCGI7STH,0.121
CIPYMAWT,0.0467
UVZLCYJX,0.5854
O9DV8FHT,0.1051
BPYABUFE,0.0708
4MUFFFYK,0.2717
GMQCFWVQ,0.053
ASZQRJ5T,0.0273
EH5ZW8RY,0.0235
28JKHUJV,0.0306
HXPRQGQQ,0.0578
UCHPXXW5,0.3785
KOSTTNPV,0.1114
YVF64RQE,0.0509
M3QR2PGU,0.0565
YET4MB5W,0.0527
JCMXV8YJ,0.0837
GMWAOUR4,0.0549
KAAHUCYJ,0.8424
JVZ4OFCS,0.8694
BRJH8MY5,0.0549
5XD23SBB,0.0964
AWDZFMCM,0.158
ZYWQ63OS,0.0178
MRFNGDQB,0.0706
RXCZT8X6,0.4448
5TFJWGWF,0.0536
JBBNLDRW,0.026
F8BWGKGK,0.0536
ZM3XD4I3,0.0546
VV2EZ7UU,0.0594
UEAJ3BJF,0.0736
ECUUX5UE,0.0561
BXMS9KGN,0.1743
5PSXFMGE,0.0524
MYPAMEMU,0.8184
SWWFUALX,0.1053
WNG3YY67,0.1102
FPN4EHPA,0.055
BYOMQPYR,0.0547
3MGBPR3T,0.7896
JNWWYQWV,0.097
GCFGK4M4,0.0548
4Z2YCSNJ,0.271
E7EVUHDP,0.842
AXJFMAEH,0.0241
DCH8PVVW,0.0776
JD6X2UE3,0.3985
DHAXTPHR,0.4888
BWWXFR7L,0.0357
JVM9SYFY,0.1593
5NFWBLCC,0.057
CIB3RVMH,0.0548
S2RWJHHC,0.0218
QWRIZVRM,0.8278
BC64TW7C,0.1685
95F7CMYH,0.0436
HETXRBZT,0.8089
3DVCLMNC,0.0693
I6J5XARF,0.0793
4NOYDFUE,0.3807
YKK9SJ6G,0.4237
KF2JXGJA,0.0543
75JGBM6S,0.991
IR6B8Z5Y,0.0444
F4Y6XPRQ,0.0526
5M54HFVZ,0.1497
ZSY5BDKP,0.0567
TAADWNVW,0.4535
HHWYFP8R,0.098
TUEKQ4PN,0.0545
PU25BTY4,0.0582
A2ZHKZMG,0.28
FWEDPQDX,0.1023
BUDT9OMN,0.0727
8KQC3J8J,0.4393
CP3Z8DDO,0.1006
DNDYQVAB,0.0218
JHZD9VNU,0.0534
C3XZWL6M,0.2863
6WKFGYBT,0.5918
9QRKQGWZ,0.2908
MZNYLATX,0.0536
MPEWT8RD,0.2008
W4HTF2WM,0.1623
ARLPOMLF,0.0229
KFF7QPGV,0.1039
DHAHTBX3,0.0769
75KFHED3,0.0587
BBCYPDSL,0.3144
VQBANEMX,0.436
HPWQF7IP,0.0525
QBAEGXKS,0.0552
AZD3PFJF,0.0205
B5BGACEG,0.3863
VJPTOHVT,0.0549
9CY7FVJK,0.0745
Z3MLZZWL,0.494
CZDG9WOD,0.1322
3PTAHMQN,0.0764
DACPG8TF,0.3362
Z6N3DHFD,0.3739
P44IDB3N,0.0188
ESQZEKQY,0.0404
OECPXTD8,0.0567
WD5V6QBP,0.6171
R9FKWFYD,0.409
M46LWHXE,0.0557
FWJH4GMP,0.8357
HBRXHKZK,0.0272
IGLLICH2,0.0567
EMLVNVG4,0.0672
BM7YUYWS,0.1471
RLQMUWJ8,0.8243
CUZPSLGN,0.4337
NF6V9KMF,0.0531
MH8EZLD5,0.1167
588H5SN2,0.1075
772BECUA,0.8808
RKWRGWNR,0.8304
2OXFSE9C,0.0542
EW4YOEF2,0.0203
STGZXO74,0.383
QSHQXWMC,0.2649
IGHD7DGV,0.0522
FZKHXZH6,0.3278
JS8CM2BQ,0.1596
VOVMAMQZ,0.0569
OE3AWGR7,0.2369
IXPZXZOJ,0.1095
I6ZCHYGD,0.1462
N3PZSNRN,0.0528
CGVQ3HT7,0.0451
TFITDYTV,0.3442
XPONNBSZ,0.0549
5KZRUTQQ,0.0321
TBBAXFTK,0.08
9N9QYDEY,0.1247
H7HNVFYM,0.0525
TMAPUAN3,0.229
S8EY7TBY,0.0459
HMQQSU2K,0.1409
MRXFNF2R,0.1152
HTSNTAUF,0.0538
6TUHVWS2,0.0168
EIPFRTKO,0.0235
HTCND8X7,0.0379
4ZXVGBU5,0.0454
ZOMDR4ZT,0.1876
IBS9YO4T,0.0556
ZBVWUSXU,0.0526
LXJSTRJG,0.0703
DABWD26F,0.0586
RXMULW5W,0.1154
ZBPF8ADA,0.2114
U9AGG8UJ,0.1485
59KW9U9D,0.089
DRT2RKJQ,0.8152
JA2FKJ5R,0.0929
VCEPA33S,0.0185
CJHD2BFP,0.8067
DVUY5G8C,0.1741
C5FTPASJ,0.0179
MENUPZ7H,0.8341
QZYTFGCV,0.4824
M2BV8UCB,0.0186
MSXLVXRQ,0.2949
TWFJPEKL,0.5009
NQXFUFZX,0.0522
QRONVGVG,0.0564
BUWR3SOS,0.0187
G54JP355,0.0605
WYHOIQEY,0.8351
MVZE42KD,0.0402
CJV7TJKB,0.0732
VYCFNCRT,0.0866
HYESNVCR,0.0513
LXCCYNWQ,0.1477
8XZZIAJO,0.2914
LE5JHVK4,0.0478
EQPYUZME,0.0538
H4M64ZHM,0.2409
HTUOSDAX,0.0548
84BRPFBZ,0.0796
2KKV6FMV,0.0589
UEIT2BVV,0.0545
CTLUHH52,0.0761
YB7RA9MU,0.0168
CCQAN6NM,0.0548
Z7B6NFAB,0.5125
MW5O7TDX,0.0538
IRPLRKDG,0.0637
ZPBEFXQZ,0.0799
3MEWWDYA,0.1757
IX68R2X6,0.0545
CGG7SDCN,0.058
UYEN7I7N,0.075
GDWDNTAG,0.1904
XIUWUDCH,0.4206
Q4REN9IG,0.3904
T8ZXSHKK,0.0242
HUHF9CSB,0.4169
GV6DL5HX,0.8408
HCQMXHN9,0.164
JIXNEVMD,0.0541
2H7RHFIU,0.0543
OJHHEDLH,0.0479
XD6HBHZX,0.4378
C3QQKKTU,0.0624
JJPMOWQK,0.0184
UPLNJQYM,0.8107
2EATEAFC,0.0917
UEAVZYQA,0.4669
RS5C4ICJ,0.0577
HEMFLKPG,0.1593
2AKCZRS6,0.1081
H34K436F,0.054
TNVDBHOD,0.0621
4NRKISVJ,0.0468
BNXCSIWU,0.1508
JR2REUMV,0.0233
8J5TSLRR,0.052
AKDDQZQM,0.0218
VV3QQROR,0.1349
ZJRMSDPX,0.054
3SXKAM4T,0.0634
YBBCHSXE,0.0543
JWRFXPDI,0.0526
7X34KVMY,0.0782
C9FQYGAE,0.0434
K6M2QQNB,0.0669
5JNWGSAU,0.5291
4RD8NCTV,0.8454
WIEFBHWM,0.8459
7R2S7YPK,0.0462
ORAW8SGM,0.1769
MAIEMWAM,0.0594
GSWAWXUQ,0.2115
WHUPKM9H,0.0538
8UGZPVBL,0.4787
AZU3M7TK,0.1594
5OEWW9HY,0.2498
KZMF2VXY,0.838
UFKNFRZJ,0.0836
NN8BW4E2,0.0599
DL7XEU5B,0.0608
SM2YPSRQ,0.0726
QGSZBDZF,0.0416
AAFZPKPU,0.0578
ET2ENQX3,0.0504
UULJZRD2,0.1238
BSQXBCWW,0.3746
HGEBW3HR,0.119
UCPR6NC4,0.4651
FZOXXZZJ,0.4497
8LB4NTA9,0.3038
G3MDAMUQ,0.0539
GSCCGHKG,0.4793
9XDF5UEK,0.0222
WSA4DU2Y,0.0543
ZYJWF8KI,0.0194
O5ORJSUZ,0.0557
FFZNZ3QX,0.8695
OQWHFMTA,0.2912
U2BYYURL,0.1054
SS2ZJA53,0.1152
ZT5HEIVB,0.0214
49LSWS7G,0.8447
PNXSJL4N,0.8639
78XXASDX,0.2396
CN5QSTED,0.0467
2FY7NYDV,0.0583
TZZZZCYD,0.0557
2LZTXAVK,0.1969
CVWZGMJE,0.0573
EFQUXDYX,0.0529
USHV2LZS,0.8432
H2WF64WT,0.0518
OGNN3ABN,0.0929
JUAK52B6,0.0721
YVYI52PP,0.9906
VJ8ONTCW,0.3925
KX2XEUJG,0.2846
JQKQABMR,0.259
HK4MLP5J,0.0824
FFPU4AXZ,0.0538
EVAJYCUN,0.3461
VXMTLIZI,0.0688
SSB5SUWP,0.0656
LXVAN9WP,0.0634
63BNZNRZ,0.0192
P9FED8WU,0.0536
JR7TMTPJ,0.8335
8K2KXQTR,0.0265
TTDSBJUO,0.0639
JKBYO2MA,0.1722
FYMMHXEE,0.091
4SRVQHQ2,0.0571
DGWZZJTL,0.1358
VULRPSBX,0.0627
CKHVUNSH,0.0182
JNKUWVTM,0.035
2TOVOH2U,0.0536
6C7VXVNZ,0.8386
KYN8XQVC,0.2868
GWBPTKPZ,0.8648
BE9DKWCZ,0.0542
3FAZBINZ,0.0581
7NFQF8EX,0.0438
RGFGCHTH,0.8193
BURGZUNE,0.0185
I6JKUEUR,0.3105
LXUQQ76K,0.8394
RRYA9BDZ,0.0485
4ULEMEVI,0.0542
VUWU7EBP,0.0578
8TR3FVGV,0.1754
IKQVD38O,0.05
UEUOXYCD,0.2751
N4FQ29FQ,0.052
YGNTBEWT,0.1686
QRCQMXDG,0.4683
HHGYJ5KD,0.039
UQXLEABD,0.6464
AWZSFAGX,0.838
6CQXZ7YW,0.0525
PYDVP3ZA,0.2516
KQCGDM5A,0.4481
V5N3KSJJ,0.8738
H3UPJQ65,0.1633
4CKKH7QR,0.0629
BNFHMBJV,0.0672
EKFCTFY2,0.0656
BGGYJ8NT,0.2261
ERU2ZJTV,0.4751
QV2WW2Y7,0.2249
M5NFLNZ8,0.3474
HY6APQ2Z,0.0938
6ZQF38KL,0.1835
BNGTBZTT,0.1664
6JE8F8JN,0.0202
FD3XU72E,0.1657
BXNKXCGY,0.3071
NPLXHNXA,0.0361
FMNDBMNQ,0.3328
FBDXSD2E,0.8414
GBC34PUJ,0.5342
7TPIRJZM,0.6224
GOWTMTGJ,0.0851
HK3MLZSC,0.0506
TMWQJLJM,0.2501
892PQLPJ,0.0664
DKTBZ5NT,0.4533
IAU3GBKL,0.0536
ECQDDYG7,0.0356
FGGCGVSU,0.0648
EDBYXD4M,0.0538
FVZ6RA3U,0.0685
OYEUT3WX,0.0727
IAPLM2D9,0.0384
QYMZB5UG,0.3446
FYXUZJQC,0.9911
ZPHWXJT9,0.8533
D7DHHKYA,0.0544
WBC9AWOS,0.0528
8ZMVGCDP,0.0858
BGLN6Y3E,0.153
JVWCXH5Q,0.0583
FVNKUYZ5,0.0927
4WLQ9MHH,0.493
QP2H7EEH,0.024
AMSUEMDA,0.0511
WHY5QXWI,0.8378
FQY4IWSC,0.8337
DNCMOSQF,0.1118
JQPUGYZY,0.2986
GKJB9KRR,0.0511
DWWCSWDY,0.5105
FD6W44QQ,0.314
6S3BJWHV,0.8373
WQPW9TX2,0.3838
MP2JVV5Q,0.2286
5XYDEGBS,0.0624
D9XGEHE8,0.0509
AGHZYWIM,0.0649
QKPVXNJA,0.0544
7ET9SWJR,0.8274
FCTHHHAP,0.1621
D6VBVJLS,0.0538
DN2KTNFP,0.8224
YZYBHSTE,0.0539
EM89X9CZ,0.8176
BSVIXOME,0.0534
73SBF6GR,0.4107
GAPZZFTX,0.8534
RUNSOFUH,0.0566
TVQNZ8JN,0.4679
HEKMK5ME,0.4111
HHM45AZQ,0.1774
CBQLJVGT,0.9944
MGYBTZHZ,0.7958
GTHSXTAC,0.2967
JM9PZIHX,0.8476
29AM4EEV,0.0615
F7EUBK7H,0.0312
JHWMZPD8,0.0782
JV9CYWNM,0.0652
FAS5EEE7,0.8481
J5MMXTLJ,0.9898
EAKFZJ8V,0.0541
47PNVQNE,0.0517
N7CV3DSG,0.7331
USDZCMPY,0.0189
S94JMEYG,0.015
O9ETEFGV,0.283
PJHUC8TM,0.0517
ATYWLKDK,0.8427
CIUC3FW6,0.0429
D9AG6S8I,0.2258
IATHCW3S,0.0642
5BVVFIOQ,0.0193
JYLJIUYJ,0.0424
WAW7JZII,0.6172
H4PY9M7H,0.1645
FHNUYGLY,0.1675
BP9BJHZF,0.0263
9CGFNUNK,0.1405
NSMDKTCZ,0.2108
GLT8CGPL,0.0507
JSHTRMND,0.054
JVZMWH7M,0.1474
CNWGYW2B,0.0562
GO6LXIWE,0.0733
URKWGEES,0.4915
ZZPV5AYA,0.0552
WFURG3HZ,0.855
FU6XYDHW,0.0548
4RHT4KSE,0.0524
7KM2CNSD,0.994
WE26PRXY,0.8361
PERIRTNM,0.0512
UP3FWCBH,0.1536
ZZPIFBYQ,0.152
HZONLGP2,0.8377
DBNSSRFN,0.103
NVNNGSJR,0.052
RIPBBOON,0.0716
FT4OF3CR,0.4451
6FNANMH5,0.4655
RKVNOGK2,0.0503
UQYZXEKU,0.09
ZAEPYEWK,0.0539
M73XZKWP,0.0363
ESBWCLNX,0.8421
EY8L9CDG,0.0202
9BVHMEVJ,0.0386
HL8F9UXB,0.0521
F7NVKPQH,0.3784
EE5KME35,0.0981
J9AAFBJG,0.8397
QHKO5VMG,0.0541
RKBUBENK,0.044
TT39HMUR,0.1917
PHVEFSQT,0.112
WVZDZNUB,0.7274
JH26GHXA,0.865
2HPKK6WH,0.9859
YXR3RZE2,0.4353
BKEKCMPZ,0.0526
PWFCQXMT,0.0515
2FVHZKJL,0.0548
ZPSHJ7MD,0.0637
MVOW9DCL,0.2082
RB3PXR7W,0.0527
8223CSUW,0.3716
RUPVVON9,0.8382
5GTRE9IW,0.048
JCUPBQOQ,0.0478
LXMAOO2R,0.1813
RVDC2NR7,0.0924
SVGL6LC2,0.0654
4PNDWBFF,0.612
O9SDIKR3,0.0909
V8SSHC6W,0.4403
JZ25GXQQ,0.0606
CV4V2LRC,0.1143
QPZGHKSF,0.2111
SJBAUACQ,0.1952
NUGJ8GIZ,0.0717
W6HGG9PT,0.9907
HFPJFBVC,0.0576
X9H3TCHX,0.3879
B7AD285A,0.0204
Y4FJBZGJ,0.5182
O3THCJVQ,0.0776
YAACRWF9,0.0551
HD3JHNXB,0.0418
BGWQRIBQ,0.8662
NBNUJ6AR,0.3375
B3ESOGND,0.0536
GAUJWH9E,0.8498
TZLCHRMN,0.6098
ADHKPWGD,0.0532
MZQXBBIZ,0.9835
AUTXJFPJ,0.0415
NCTKF6T9,0.0543
XPXAAGVO,0.8371
JUOCRYGB,0.0643
YBNDSYY7,0.8185
UHDNHQNN,0.8016
WJG8EUBU,0.0693
44SEDBQM,0.7996
AZOD6XCD,0.1865
84XUO8JZ,0.0579
EUEKT2US,0.2577
LLTO25IC,0.0492
2YJXSJOM,0.0525
Q9PS6L3T,0.285
7XHQFZJU,0.0904
EEYNJ3AB,0.0706
VYQ7BEB7,0.8601
FHXOJDLE,0.8442
RHKYXGA3,0.2723
KXCETEZW,0.0489
PBRQJUDX,0.4336
FNCJH6GW,0.053
PTGCHUTP,0.0567
8TZP2TU2,0.2227
FSNSWRKJ,0.074
3TPDYZDI,0.1915
P3Q3IF2I,0.1048
BRFG4DUN,0.8615
2UULTIKK,0.7212
VB3AMGAI,0.1447
TSUKRQSF,0.3602
EQNX6G2E,0.0664
JQLNXWTR,0.0215
RAHPJTVM,0.8661
KQPC9WDH,0.0821
QZXABLWD,0.84
OWJAVUPX,0.0543
4C8HDTEF,0.0503
JFWWZYQN,0.0615
KD2MQJAO,0.0538
EYWENYKD,0.4908
MSIR5N6N,0.0371
MVCC3MQ7,0.0473
YQAVSF93,0.0527
84JW2RYU,0.1556
XWHEPYLF,0.0209
CFABIQSZ,0.0642
DWEIDG9N,0.205
FQ8LNSC7,0.1187
UTUM9XIT,0.1386
JNVWQV2V,0.1298
GWFTVKPF,0.1279
3EGPITNL,0.0742
2B8X7GHK,0.0547
VMWVZAJG,0.0467
Z7XJMHNC,0.0539
LQSUXEEU,0.0558
2T5NHJJS,0.0569
A33HCXMX,0.0742
LA6ZQCM8,0.0371
NWOZYC47,0.8677
C42GAZYD,0.0544
MVNHGCWV,0.0543
FCUW3B6R,0.8348
APCZQKCZ,0.0713
3QDXIZT3,0.4412
IRBHGH9U,0.045
MERQJQRE,0.0932
JJRWXKGR,0.1613
6VW8T9TI,0.0646
ZJM59AFK,0.1095
UKTJWIZU,0.0248
DOHIQ6ST,0.0228
QZIB2VD5,0.0598
BYPVVWT3,0.1693
SBIAX5NK,0.8695
KMADQPWK,0.0955
KEHMWJON,0.8697
EYZOHF6M,0.1236
KGJRETVS,0.1294
TZYGCSTR,0.4247
ITA2PGUW,0.0526
FF5YG7Q4,0.24
JMJQKKHG,0.1724
QGTFKDQU,0.0545
TR3DMKPS,0.8616
4YDGSHNT,0.0512
VH3YBJZ3,0.0444
6HWYCII9,0.0511
EQNCUNFX,0.0537
C4TENJHT,0.0245
WTEEM3LU,0.1058
RGGXK9OL,0.0771
BKNB4SOV,0.4168
SRLUIACI,0.0603
GIVKVYTY,0.0607
GEWVXPJY,0.0564
2XNREAEW,0.1796
IQFEQQT9,0.8391
MQZDHKAK,0.4948
A3SPPN8G,0.4873
SKCQXUWT,0.1588
STQSRS3T,0.4266
6D7OWNH6,0.1026
NRDMEK58,0.0581
JAQRPDGS,0.0386
SQUVVYHP,0.0526
8LCR7RC5,0.0439
6FGVVQDX,0.5325
2WDBVUF6,0.0538
KSK9YR8V,0.7982
QNEYDJYN,0.0933
JNMZPE6X,0.0558
TALTVWMQ,0.0265
9RGKAHEK,0.0368
GDPCGWBC,0.0584
27UMQZKY,0.0524
NUW4RSPU,0.0533
9STZZY4G,0.1134
HNTXZ9DP,0.5017
GFCKNOPT,0.1292
Z75RJCME,0.0761
JWNKP9HD,0.1612
EMFC9VCX,0.8355
TJ9YQZZQ,0.0536
FTC9QWFH,0.0455
NCJTKQRW,0.0537
9EJOR8RU,0.0507
GJQGLH6U,0.0161
6ZA2X7E7,0.8607
UFHKJTIG,0.1153
I5AHGF7D,0.0516
5UVE7J3R,0.2679
NU52TSZ9,0.3414
ITKZEPFS,0.4722
ONMJJJIL,0.4421
HPYOKR9E,0.8418
DH2Z7TWH,0.0673
XNCQXKXA,0.0568
8ZRMWPOY,0.1048
7VBGBVKT,0.0574
HVJGRTME,0.0756
EWGYLXUU,0.4613
GQMRUCNV,0.0553
BWEFINKO,0.2644
WKQRREOA,0.0419
7EGOCDBC,0.8663
5LNTGPG4,0.84
9MOJZFM2,0.0567
JDVJQQEV,0.4541
HXEEHIHH,0.0695
7HCS4Q2H,0.0189
JCV6BFMI,0.0766
5PXLTWSV,0.0578
XVA9JBEV,0.5257
KFXUHTTG,0.0583
DPEUAHRF,0.0533
GWZA4FTU,0.3879
NCMA6N9O,0.8392
LFQ2D3KG,0.0778
EXDNVT5X,0.1877
U94QFKVE,0.16
VD3A22GY,0.0539
3N3DCGSS,0.9865
EV2CZHWM,0.0594
L8QR8GCX,0.0347
P2BG3Y7N,0.1363
WLRIPGJ6,0.0541
DNQNNVB7,0.1151
PXCGAXEM,0.2968
HEV8QTAV,0.2384
TZWSW6PY,0.0369
DMMD3FA4,0.0194
GBVCJQSN,0.064
AZOPEGSY,0.0492
ESBUVBJG,0.1971
3JRBHSD4,0.4419
DHBGT5MF,0.0581
B28NCSWV,0.0303
LBGNS6FV,0.1817
HMCVAIDR,0.0567
35TFDQOT,0.4525
XYS8VDFD,0.0587
CCN6E9LK,0.0863
QKOGXWYY,0.5051
KECUW4B9,0.0828
NBRW7HZX,0.2603
84T6FDUY,0.8379
GAYDOKMN,0.0249
AYDIY3ZH,0.3188
F5BXRPJF,0.2323
79CW5YNC,0.1134
PHH5833K,0.3805
4BNZPA6Q,0.0535
BJTYGX7Y,0.0552
6XQCAIEH,0.8049
4KARMQCG,0.0537
YUKQOQCI,0.483
E6QNWI8N,0.0476
ARKZMXVJ,0.8066
VWHXYHI2,0.2006
ZIED9VWB,0.0516
HJMLVY4K,0.0476
ZMPJCFFD,0.8538
9REXK92V,0.8357
IDHV4JQC,0.2261
CSJ3RNNH,0.8246
F6V4V2RC,0.0991
7BBGRZBB,0.1369
AGASRNMY,0.8205
YCMSRLKX,0.0539
NIK8NNZY,0.3837
QSQCPSVW,0.0456
GX6HSEKZ,0.0225
VBMQ5U7X,0.2739
IFY4BWEH,0.0171
IWEGJJKA,0.5324
JUMSRKAZ,0.7643
QMQASYWQ,0.071
AQZQXXT4,0.0308
FBNUHBS6,0.093
K7RKYKDL,0.0535
3WIKJWDK,0.055
JTDK29B5,0.1056
FZAJX4DK,0.3584
93UZRXI6,0.0727
AQURTSK6,0.0577
HON3NOZJ,0.5037
9DQ7NJFJ,0.0223
KGVTRGVK,0.1164
YKKPREQS,0.0779
RS2ZPYG6,0.1026
FGIG4MV4,0.4396
JAR9LRZO,0.0288
BPMYSBK2,0.0547
DCZAS9MZ,0.0185
KNDP39EV,0.84
JF6CYEP9,0.0172
